,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L)
2355,2004-09-08,0.015333333333333332,106.0,6.0,1.0,0.16949999999999998,0.00285,7.4,13.4,0.3878333333333334,0.016483333333333336
2356,2004-09-08,0.015333333333333332,106.0,5.4,1.0,0.16949999999999998,0.00285,7.6,12.4,0.3878333333333334,0.016483333333333336
2357,2004-09-08,0.015333333333333332,106.0,3.9,1.0,0.16949999999999998,0.00285,7.3,11.3,0.3878333333333334,0.016483333333333336
2358,2004-09-08,0.015333333333333332,106.0,4.0,1.0,0.16949999999999998,0.00285,7.3,11.0,0.3878333333333334,0.016483333333333336
2359,2004-09-08,0.015333333333333332,105.0,2.9,1.0,0.16949999999999998,0.00285,7.2,9.6,0.3878333333333334,0.016483333333333336
2361,2004-09-08,0.015333333333333332,106.0,1.7,1.0,0.16949999999999998,0.00285,7,8.9,0.3878333333333334,0.016483333333333336
2362,2004-09-08,0.015333333333333332,106.0,1.2,1.0,0.16949999999999998,0.00285,7,8.7,0.3878333333333334,0.016483333333333336
2364,2004-09-08,0.015333333333333332,109.0,0.5,1.0,0.16949999999999998,0.00285,6.9,8.4,0.3878333333333334,0.016483333333333336
2365,2004-09-08,0.015333333333333332,111.0,0.5,1.0,0.16949999999999998,0.00285,6.9,8.3,0.3878333333333334,0.016483333333333336
2382,2004-10-05,0.03383333333333333,110.0,9.8,1.0,0.11716666666666666,0.004533333333333334,8.6,17.8,0.3265,0.030872222222222228
2386,2004-10-05,0.03383333333333333,110.0,9.6,1.0,0.11716666666666666,0.004533333333333334,8.5,17.6,0.3265,0.030872222222222228
2387,2004-10-05,0.03383333333333333,110.0,8.8,1.0,0.11716666666666666,0.004533333333333334,8.2,17.4,0.3265,0.030872222222222228
2389,2004-10-05,0.03383333333333333,110.0,7.3,1.0,0.11716666666666666,0.004533333333333334,7.6,16.8,0.3265,0.030872222222222228
2390,2004-10-05,0.03383333333333333,107.0,4.5,1.0,0.11716666666666666,0.004533333333333334,7.2,14.7,0.3265,0.030872222222222228
2391,2004-10-05,0.03383333333333333,107.0,4.0,1.0,0.11716666666666666,0.004533333333333334,7.1,13.7,0.3265,0.030872222222222228
2392,2004-10-05,0.03383333333333333,108.0,3.8,1.0,0.11716666666666666,0.004533333333333334,7,13.3,0.3265,0.030872222222222228
2393,2004-10-05,0.03383333333333333,107.0,3.1,1.0,0.11716666666666666,0.004533333333333334,6.9,12.4,0.3265,0.030872222222222228
2394,2004-10-05,0.03383333333333333,106.0,2.8,1.0,0.11716666666666666,0.004533333333333334,6.9,11.8,0.3265,0.030872222222222228
2395,2004-10-05,0.03383333333333333,106.0,2.4,1.0,0.11716666666666666,0.004533333333333334,6.8,11.0,0.3265,0.030872222222222228
2398,2004-10-05,0.03383333333333333,106.0,1.4,1.0,0.11716666666666666,0.004533333333333334,6.8,9.8,0.3265,0.030872222222222228
2399,2004-10-05,0.03383333333333333,106.0,0.9,1.0,0.11716666666666666,0.004533333333333334,6.7,9.3,0.3265,0.030872222222222228
2400,2004-10-05,0.03383333333333333,106.0,0.5,1.0,0.11716666666666666,0.004533333333333334,6.7,9.1,0.3265,0.030872222222222228
2401,2004-10-05,0.03383333333333333,113.0,0.5,1.0,0.11716666666666666,0.004533333333333334,6.7,8.6,0.3265,0.030872222222222228
2404,2004-10-05,0.03383333333333333,116.0,0.5,1.0,0.11716666666666666,0.004533333333333334,6.7,8.5,0.3265,0.030872222222222228
2428,2004-11-03,0.06716666666666667,109.0,8.5,5.0,0.07283333333333332,0.006433333333333333,7.7,13.0,0.33199999999999996,0.03031666666666667
2429,2004-11-03,0.06716666666666667,109.0,8.5,5.0,0.07283333333333332,0.006433333333333333,7.7,13.0,0.33199999999999996,0.03031666666666667
2431,2004-11-03,0.06716666666666667,109.0,8.4,5.0,0.07283333333333332,0.006433333333333333,7.7,12.9,0.33199999999999996,0.03031666666666667
2433,2004-11-03,0.06716666666666667,109.0,8.3,5.0,0.07283333333333332,0.006433333333333333,7.7,12.9,0.33199999999999996,0.03031666666666667
2435,2004-11-03,0.06716666666666667,109.0,6.7,5.0,0.07283333333333332,0.006433333333333333,7.5,12.5,0.33199999999999996,0.03031666666666667
2436,2004-11-03,0.06716666666666667,110.0,4.1,5.0,0.07283333333333332,0.006433333333333333,7.3,11.4,0.33199999999999996,0.03031666666666667
2437,2004-11-03,0.06716666666666667,111.0,1.8,5.0,0.07283333333333332,0.006433333333333333,7.1,10.6,0.33199999999999996,0.03031666666666667
2438,2004-11-03,0.06716666666666667,110.0,1.4,5.0,0.07283333333333332,0.006433333333333333,7.1,10.3,0.33199999999999996,0.03031666666666667
2439,2004-11-03,0.06716666666666667,111.0,0.9,5.0,0.07283333333333332,0.006433333333333333,7.1,9.9,0.33199999999999996,0.03031666666666667
2441,2004-11-03,0.06716666666666667,113.0,0.5,5.0,0.07283333333333332,0.006433333333333333,7,8.9,0.33199999999999996,0.03031666666666667
2443,2004-11-03,0.06716666666666667,116.0,0.5,5.0,0.07283333333333332,0.006433333333333333,7,8.6,0.33199999999999996,0.03031666666666667
2445,2004-12-14,0.01,107.0,8.5,7.0,0.1755,0.007066666666666668,7.4,9.3,0.3595,0.0209
2447,2004-12-14,0.01,107.0,9.1,7.0,0.1755,0.007066666666666668,7.3,9.3,0.3595,0.0209
2449,2004-12-14,0.01,107.0,8.2,7.0,0.1755,0.007066666666666668,7.4,9.3,0.3595,0.0209
2450,2004-12-14,0.01,107.0,8.2,7.0,0.1755,0.007066666666666668,7.4,9.3,0.3595,0.0209
2452,2004-12-14,0.01,107.0,8.2,7.0,0.1755,0.007066666666666668,7.4,9.3,0.3595,0.0209
2455,2005-01-04,0.01,106.0,9.4,7.0,0.25833333333333336,0.010333333333333333,7.4,8.0,0.4195,0.02233
2459,2005-01-04,0.01,106.0,9.0,7.0,0.25833333333333336,0.010333333333333333,7.4,8.0,0.4195,0.02233
2460,2005-01-04,0.01,106.0,8.9,7.0,0.25833333333333336,0.010333333333333333,7.3,8.0,0.4195,0.02233
2463,2005-01-04,0.01,106.0,8.8,7.0,0.25833333333333336,0.010333333333333333,7.3,7.9,0.4195,0.02233
2467,2005-01-04,0.01,106.0,8.8,7.0,0.25833333333333336,0.010333333333333333,7.3,7.9,0.4195,0.02233
2470,2005-01-04,0.01,106.0,8.8,7.0,0.25833333333333336,0.010333333333333333,7.3,7.9,0.4195,0.02233
2471,2005-02-08,0.01583333333333333,105.0,10.1,3.0,0.3256666666666667,0.00805,7.6,7.5,0.5123333333333333,0.0234
2473,2005-02-08,0.01583333333333333,104.0,9.6,3.0,0.3256666666666667,0.00805,7.6,7.3,0.5123333333333333,0.0234
2476,2005-02-08,0.01583333333333333,105.0,9.6,3.0,0.3256666666666667,0.00805,7.7,7.2,0.5123333333333333,0.0234
2477,2005-02-08,0.01583333333333333,104.0,9.6,3.0,0.3256666666666667,0.00805,7.7,7.2,0.5123333333333333,0.0234
2479,2005-02-08,0.01583333333333333,104.0,9.8,3.0,0.3256666666666667,0.00805,7.7,7.2,0.5123333333333333,0.0234
2482,2005-02-08,0.01583333333333333,104.0,9.5,3.0,0.3256666666666667,0.00805,7.7,7.2,0.5123333333333333,0.0234
2484,2005-03-08,0.01,108.0,12.4,0.0,0.2871666666666666,0.004833333333333333,8.1,9.9,0.4753333333333334,0.01805
2485,2005-03-08,0.01,107.0,12.4,0.0,0.2871666666666666,0.004833333333333333,8.2,8.4,0.4753333333333334,0.01805
2488,2005-03-08,0.01,107.0,11.2,0.0,0.2871666666666666,0.004833333333333333,7.7,7.3,0.4753333333333334,0.01805
2490,2005-03-08,0.01,107.0,10.6,0.0,0.2871666666666666,0.004833333333333333,7.6,6.9,0.4753333333333334,0.01805
2492,2005-03-08,0.01,106.0,9.9,0.0,0.2871666666666666,0.004833333333333333,7.5,6.7,0.4753333333333334,0.01805
2493,2005-03-08,0.01,107.0,9.7,0.0,0.2871666666666666,0.004833333333333333,7.5,6.8,0.4753333333333334,0.01805
2502,2005-04-05,0.01,105.0,11.9,0.0,0.2585,0.0021833333333333336,7.8,9.2,0.5131666666666667,0.014610000000000001
2506,2005-04-05,0.01,104.0,11.8,0.0,0.2585,0.0021833333333333336,7.8,8.9,0.5131666666666667,0.014610000000000001
2508,2005-04-05,0.01,104.0,11.6,0.0,0.2585,0.0021833333333333336,7.8,8.9,0.5131666666666667,0.014610000000000001
2511,2005-04-05,0.01,104.0,11.5,0.0,0.2585,0.0021833333333333336,7.7,8.7,0.5131666666666667,0.014610000000000001
2513,2005-04-05,0.01,105.0,10.7,0.0,0.2585,0.0021833333333333336,7.6,8.0,0.5131666666666667,0.014610000000000001
2516,2005-04-05,0.01,105.0,10.0,0.0,0.2585,0.0021833333333333336,7.5,7.8,0.5131666666666667,0.014610000000000001
2525,2005-05-03,0.031,109.0,10.5,1.0,0.24983333333333335,0.0026999999999999997,8,15.6,0.4093333333333333,0.0104
2527,2005-05-03,0.031,109.0,10.4,1.0,0.24983333333333335,0.0026999999999999997,7.9,15.2,0.4093333333333333,0.0104
2528,2005-05-03,0.031,109.0,10.7,1.0,0.24983333333333335,0.0026999999999999997,7.9,14.7,0.4093333333333333,0.0104
2529,2005-05-03,0.031,109.0,10.8,1.0,0.24983333333333335,0.0026999999999999997,7.9,14.1,0.4093333333333333,0.0104
2530,2005-05-03,0.031,109.0,11.0,1.0,0.24983333333333335,0.0026999999999999997,7.8,13.3,0.4093333333333333,0.0104
2531,2005-05-03,0.031,108.0,11.1,1.0,0.24983333333333335,0.0026999999999999997,7.8,12.7,0.4093333333333333,0.0104
2533,2005-05-03,0.031,108.0,11.2,1.0,0.24983333333333335,0.0026999999999999997,7.8,12.0,0.4093333333333333,0.0104
2534,2005-05-03,0.031,108.0,11.1,1.0,0.24983333333333335,0.0026999999999999997,7.7,11.2,0.4093333333333333,0.0104
2535,2005-05-03,0.031,108.0,11.0,1.0,0.24983333333333335,0.0026999999999999997,7.7,10.7,0.4093333333333333,0.0104
2536,2005-05-03,0.031,108.0,10.9,1.0,0.24983333333333335,0.0026999999999999997,7.7,10.2,0.4093333333333333,0.0104
2538,2005-05-03,0.031,108.0,10.6,1.0,0.24983333333333335,0.0026999999999999997,7.5,9.7,0.4093333333333333,0.0104
2539,2005-05-03,0.031,108.0,9.9,1.0,0.24983333333333335,0.0026999999999999997,7.4,9.4,0.4093333333333333,0.0104
2541,2005-05-03,0.031,108.0,9.7,1.0,0.24983333333333335,0.0026999999999999997,7.4,9.0,0.4093333333333333,0.0104
2543,2005-05-03,0.031,109.0,6.9,1.0,0.24983333333333335,0.0026999999999999997,7.2,8.4,0.4093333333333333,0.0104
2545,2005-05-03,0.031,110.0,6.3,1.0,0.24983333333333335,0.0026999999999999997,7.1,8.3,0.4093333333333333,0.0104
2572,2005-06-07,0.011833333333333335,107.0,10.8,0.0,0.21733333333333335,0.0021333333333333334,9,17.5,0.4291666666666667,0.0104
2573,2005-06-07,0.011833333333333335,107.0,10.7,0.0,0.21733333333333335,0.0021333333333333334,9,17.3,0.4291666666666667,0.0104
2575,2005-06-07,0.011833333333333335,107.0,10.7,0.0,0.21733333333333335,0.0021333333333333334,8.9,17.1,0.4291666666666667,0.0104
2576,2005-06-07,0.011833333333333335,106.0,10.6,0.0,0.21733333333333335,0.0021333333333333334,8.8,16.3,0.4291666666666667,0.0104
2577,2005-06-07,0.011833333333333335,106.0,10.5,0.0,0.21733333333333335,0.0021333333333333334,8.5,15.1,0.4291666666666667,0.0104
2578,2005-06-07,0.011833333333333335,106.0,10.6,0.0,0.21733333333333335,0.0021333333333333334,8.3,14.6,0.4291666666666667,0.0104
2579,2005-06-07,0.011833333333333335,105.0,9.9,0.0,0.21733333333333335,0.0021333333333333334,8,13.5,0.4291666666666667,0.0104
2580,2005-06-07,0.011833333333333335,105.0,9.6,0.0,0.21733333333333335,0.0021333333333333334,7.9,12.3,0.4291666666666667,0.0104
2581,2005-06-07,0.011833333333333335,105.0,9.4,0.0,0.21733333333333335,0.0021333333333333334,7.8,11.7,0.4291666666666667,0.0104
2582,2005-06-07,0.011833333333333335,105.0,9.3,0.0,0.21733333333333335,0.0021333333333333334,7.7,11.4,0.4291666666666667,0.0104
2583,2005-06-07,0.011833333333333335,105.0,9.2,0.0,0.21733333333333335,0.0021333333333333334,7.6,11.2,0.4291666666666667,0.0104
2585,2005-06-07,0.011833333333333335,105.0,8.8,0.0,0.21733333333333335,0.0021333333333333334,7.6,10.6,0.4291666666666667,0.0104
2586,2005-06-07,0.011833333333333335,105.0,8.3,0.0,0.21733333333333335,0.0021333333333333334,7.6,9.8,0.4291666666666667,0.0104
2587,2005-06-07,0.011833333333333335,105.0,8.6,0.0,0.21733333333333335,0.0021333333333333334,7.6,9.4,0.4291666666666667,0.0104
2589,2005-06-07,0.011833333333333335,106.0,7.8,0.0,0.21733333333333335,0.0021333333333333334,7.5,9.2,0.4291666666666667,0.0104
2590,2005-06-07,0.011833333333333335,105.0,6.6,0.0,0.21733333333333335,0.0021333333333333334,7.5,8.9,0.4291666666666667,0.0104
2592,2005-06-07,0.011833333333333335,106.0,4.4,0.0,0.21733333333333335,0.0021333333333333334,7.4,8.6,0.4291666666666667,0.0104
2593,2005-06-07,0.011833333333333335,106.0,4.2,0.0,0.21733333333333335,0.0021333333333333334,7.4,8.6,0.4291666666666667,0.0104
2610,2005-07-07,0.01,110.0,9.3,0.0,0.1681666666666667,0.002,9,21.0,0.38366666666666666,0.009183333333333333
2611,2005-07-07,0.01,110.0,9.4,0.0,0.1681666666666667,0.002,9,20.9,0.38366666666666666,0.009183333333333333
2613,2005-07-07,0.01,110.0,9.2,0.0,0.1681666666666667,0.002,8.9,20.8,0.38366666666666666,0.009183333333333333
2614,2005-07-07,0.01,110.0,9.3,0.0,0.1681666666666667,0.002,8.9,20.6,0.38366666666666666,0.009183333333333333
2615,2005-07-07,0.01,110.0,9.5,0.0,0.1681666666666667,0.002,8.9,19.9,0.38366666666666666,0.009183333333333333
2616,2005-07-07,0.01,110.0,9.8,0.0,0.1681666666666667,0.002,8.9,19.6,0.38366666666666666,0.009183333333333333
2617,2005-07-07,0.01,110.0,9.8,0.0,0.1681666666666667,0.002,8.9,19.4,0.38366666666666666,0.009183333333333333
2618,2005-07-07,0.01,109.0,10.0,0.0,0.1681666666666667,0.002,8.9,17.9,0.38366666666666666,0.009183333333333333
2619,2005-07-07,0.01,109.0,9.9,0.0,0.1681666666666667,0.002,8.8,17.7,0.38366666666666666,0.009183333333333333
2620,2005-07-07,0.01,109.0,9.9,0.0,0.1681666666666667,0.002,8.8,17.6,0.38366666666666666,0.009183333333333333
2621,2005-07-07,0.01,109.0,10.2,0.0,0.1681666666666667,0.002,8.8,17.2,0.38366666666666666,0.009183333333333333
2622,2005-07-07,0.01,109.0,10.1,0.0,0.1681666666666667,0.002,8.7,16.7,0.38366666666666666,0.009183333333333333
2623,2005-07-07,0.01,109.0,10.0,0.0,0.1681666666666667,0.002,8.6,16.2,0.38366666666666666,0.009183333333333333
2624,2005-07-07,0.01,108.0,9.9,0.0,0.1681666666666667,0.002,8.5,15.8,0.38366666666666666,0.009183333333333333
2625,2005-07-07,0.01,108.0,9.8,0.0,0.1681666666666667,0.002,8.3,15.2,0.38366666666666666,0.009183333333333333
2626,2005-07-07,0.01,108.0,9.7,0.0,0.1681666666666667,0.002,8.2,15.0,0.38366666666666666,0.009183333333333333
2628,2005-07-07,0.01,108.0,9.7,0.0,0.1681666666666667,0.002,8.2,14.8,0.38366666666666666,0.009183333333333333
2629,2005-07-07,0.01,108.0,9.6,0.0,0.1681666666666667,0.002,8.2,14.7,0.38366666666666666,0.009183333333333333
2630,2005-07-07,0.01,108.0,9.4,0.0,0.1681666666666667,0.002,8.1,14.5,0.38366666666666666,0.009183333333333333
2631,2005-07-07,0.01,108.0,8.8,0.0,0.1681666666666667,0.002,7.8,13.7,0.38366666666666666,0.009183333333333333
2632,2005-07-07,0.01,108.0,8.6,0.0,0.1681666666666667,0.002,7.8,13.2,0.38366666666666666,0.009183333333333333
2633,2005-07-07,0.01,107.0,8.3,0.0,0.1681666666666667,0.002,7.7,12.8,0.38366666666666666,0.009183333333333333
2634,2005-07-07,0.01,107.0,8.2,0.0,0.1681666666666667,0.002,7.7,12.5,0.38366666666666666,0.009183333333333333
2635,2005-07-07,0.01,107.0,7.6,0.0,0.1681666666666667,0.002,7.6,11.9,0.38366666666666666,0.009183333333333333
2636,2005-07-07,0.01,107.0,7.3,0.0,0.1681666666666667,0.002,7.6,11.4,0.38366666666666666,0.009183333333333333
2637,2005-07-07,0.01,107.0,7.2,0.0,0.1681666666666667,0.002,7.5,11.2,0.38366666666666666,0.009183333333333333
2638,2005-07-07,0.01,107.0,7.2,0.0,0.1681666666666667,0.002,7.5,10.9,0.38366666666666666,0.009183333333333333
2640,2005-07-07,0.01,107.0,6.5,0.0,0.1681666666666667,0.002,7.4,10.4,0.38366666666666666,0.009183333333333333
2641,2005-07-07,0.01,107.0,6.2,0.0,0.1681666666666667,0.002,7.4,10.0,0.38366666666666666,0.009183333333333333
2642,2005-07-07,0.01,107.0,6.1,0.0,0.1681666666666667,0.002,7.4,9.9,0.38366666666666666,0.009183333333333333
2643,2005-07-07,0.01,107.0,5.4,0.0,0.1681666666666667,0.002,7.3,9.5,0.38366666666666666,0.009183333333333333
2645,2005-07-07,0.01,107.0,4.3,0.0,0.1681666666666667,0.002,7.3,9.2,0.38366666666666666,0.009183333333333333
2646,2005-07-07,0.01,107.0,4.0,0.0,0.1681666666666667,0.002,7.3,9.1,0.38366666666666666,0.009183333333333333
2672,2005-08-02,0.010333333333333333,109.0,8.3,0.0,0.17783333333333332,0.003183333333333333,8.8,24.1,0.3885,0.018850000000000002
2675,2005-08-02,0.010333333333333333,109.0,8.6,0.0,0.17783333333333332,0.003183333333333333,8.8,23.6,0.3885,0.018850000000000002
2676,2005-08-02,0.010333333333333333,108.0,9.4,0.0,0.17783333333333332,0.003183333333333333,9.1,22.3,0.3885,0.018850000000000002
2677,2005-08-02,0.010333333333333333,107.0,10.0,0.0,0.17783333333333332,0.003183333333333333,9.1,20.9,0.3885,0.018850000000000002
2678,2005-08-02,0.010333333333333333,106.0,10.2,0.0,0.17783333333333332,0.003183333333333333,9.1,20.0,0.3885,0.018850000000000002
2679,2005-08-02,0.010333333333333333,106.0,10.3,0.0,0.17783333333333332,0.003183333333333333,9.1,19.4,0.3885,0.018850000000000002
2680,2005-08-02,0.010333333333333333,105.0,10.4,0.0,0.17783333333333332,0.003183333333333333,9,18.5,0.3885,0.018850000000000002
2681,2005-08-02,0.010333333333333333,105.0,10.6,0.0,0.17783333333333332,0.003183333333333333,8.9,17.4,0.3885,0.018850000000000002
2682,2005-08-02,0.010333333333333333,104.0,10.5,0.0,0.17783333333333332,0.003183333333333333,8.9,17.2,0.3885,0.018850000000000002
2683,2005-08-02,0.010333333333333333,105.0,10.3,0.0,0.17783333333333332,0.003183333333333333,8.8,16.6,0.3885,0.018850000000000002
2684,2005-08-02,0.010333333333333333,105.0,10.0,0.0,0.17783333333333332,0.003183333333333333,8.4,15.7,0.3885,0.018850000000000002
2685,2005-08-02,0.010333333333333333,104.0,9.5,0.0,0.17783333333333332,0.003183333333333333,8.2,15.4,0.3885,0.018850000000000002
2686,2005-08-02,0.010333333333333333,104.0,8.9,0.0,0.17783333333333332,0.003183333333333333,7.7,14.2,0.3885,0.018850000000000002
2687,2005-08-02,0.010333333333333333,104.0,8.6,0.0,0.17783333333333332,0.003183333333333333,7.6,13.7,0.3885,0.018850000000000002
2689,2005-08-02,0.010333333333333333,104.0,8.3,0.0,0.17783333333333332,0.003183333333333333,7.5,13.5,0.3885,0.018850000000000002
2690,2005-08-02,0.010333333333333333,104.0,7.8,0.0,0.17783333333333332,0.003183333333333333,7.4,12.9,0.3885,0.018850000000000002
2691,2005-08-02,0.010333333333333333,104.0,7.1,0.0,0.17783333333333332,0.003183333333333333,7.3,12.4,0.3885,0.018850000000000002
2692,2005-08-02,0.010333333333333333,104.0,7.0,0.0,0.17783333333333332,0.003183333333333333,7.3,12.1,0.3885,0.018850000000000002
2693,2005-08-02,0.010333333333333333,104.0,6.8,0.0,0.17783333333333332,0.003183333333333333,7.2,11.9,0.3885,0.018850000000000002
2694,2005-08-02,0.010333333333333333,104.0,5.9,0.0,0.17783333333333332,0.003183333333333333,7.1,10.9,0.3885,0.018850000000000002
2695,2005-08-02,0.010333333333333333,104.0,4.9,0.0,0.17783333333333332,0.003183333333333333,7,10.1,0.3885,0.018850000000000002
2696,2005-08-02,0.010333333333333333,104.0,4.4,0.0,0.17783333333333332,0.003183333333333333,7,9.7,0.3885,0.018850000000000002
2698,2005-08-02,0.010333333333333333,104.0,4.0,0.0,0.17783333333333332,0.003183333333333333,7,9.4,0.3885,0.018850000000000002
2699,2005-08-02,0.010333333333333333,104.0,3.5,0.0,0.17783333333333332,0.003183333333333333,6.9,9.3,0.3885,0.018850000000000002
2701,2005-08-02,0.010333333333333333,107.0,1.1,0.0,0.17783333333333332,0.003183333333333333,6.9,9.1,0.3885,0.018850000000000002
2702,2005-08-02,0.010333333333333333,108.0,0.66,0.0,0.17783333333333332,0.003183333333333333,6.9,9.0,0.3885,0.018850000000000002
2724,2005-09-07,0.029833333333333333,114.0,8.8,0.0,0.13733333333333334,0.004066666666666666,8.4,21.5,0.3386666666666666,0.018183333333333333
2726,2005-09-07,0.029833333333333333,114.0,8.9,0.0,0.13733333333333334,0.004066666666666666,8.4,21.3,0.3386666666666666,0.018183333333333333
2728,2005-09-07,0.029833333333333333,114.0,8.9,0.0,0.13733333333333334,0.004066666666666666,8.4,21.1,0.3386666666666666,0.018183333333333333
2729,2005-09-07,0.029833333333333333,114.0,8.9,0.0,0.13733333333333334,0.004066666666666666,8.4,21.0,0.3386666666666666,0.018183333333333333
2730,2005-09-07,0.029833333333333333,113.0,9.0,0.0,0.13733333333333334,0.004066666666666666,8.4,20.6,0.3386666666666666,0.018183333333333333
2731,2005-09-07,0.029833333333333333,110.0,10.0,0.0,0.13733333333333334,0.004066666666666666,8.4,19.0,0.3386666666666666,0.018183333333333333
2732,2005-09-07,0.029833333333333333,108.0,10.1,0.0,0.13733333333333334,0.004066666666666666,8.2,16.5,0.3386666666666666,0.018183333333333333
2733,2005-09-07,0.029833333333333333,108.0,9.8,0.0,0.13733333333333334,0.004066666666666666,8,15.0,0.3386666666666666,0.018183333333333333
2735,2005-09-07,0.029833333333333333,108.0,9.5,0.0,0.13733333333333334,0.004066666666666666,7.9,14.4,0.3386666666666666,0.018183333333333333
2736,2005-09-07,0.029833333333333333,108.0,8.8,0.0,0.13733333333333334,0.004066666666666666,7.8,13.5,0.3386666666666666,0.018183333333333333
2737,2005-09-07,0.029833333333333333,108.0,8.2,0.0,0.13733333333333334,0.004066666666666666,7.7,12.6,0.3386666666666666,0.018183333333333333
2738,2005-09-07,0.029833333333333333,108.0,5.5,0.0,0.13733333333333334,0.004066666666666666,7.5,12.1,0.3386666666666666,0.018183333333333333
2739,2005-09-07,0.029833333333333333,109.0,3.2,0.0,0.13733333333333334,0.004066666666666666,7.4,10.9,0.3386666666666666,0.018183333333333333
2740,2005-09-07,0.029833333333333333,108.0,3.1,0.0,0.13733333333333334,0.004066666666666666,7.3,10.5,0.3386666666666666,0.018183333333333333
2741,2005-09-07,0.029833333333333333,108.0,2.8,0.0,0.13733333333333334,0.004066666666666666,7.3,10.3,0.3386666666666666,0.018183333333333333
2742,2005-09-07,0.029833333333333333,109.0,1.8,0.0,0.13733333333333334,0.004066666666666666,7.2,10.0,0.3386666666666666,0.018183333333333333
2743,2005-09-07,0.029833333333333333,108.0,2.4,0.0,0.13733333333333334,0.004066666666666666,7.2,9.7,0.3386666666666666,0.018183333333333333
2745,2005-09-07,0.029833333333333333,108.0,2.3,0.0,0.13733333333333334,0.004066666666666666,7.1,9.5,0.3386666666666666,0.018183333333333333
2746,2005-09-07,0.029833333333333333,108.0,1.6,0.0,0.13733333333333334,0.004066666666666666,7.1,9.2,0.3386666666666666,0.018183333333333333
2747,2005-09-07,0.029833333333333333,108.0,0.56,0.0,0.13733333333333334,0.004066666666666666,7,9.0,0.3386666666666666,0.018183333333333333
2749,2005-09-07,0.029833333333333333,115.0,0.5,0.0,0.13733333333333334,0.004066666666666666,7,8.9,0.3386666666666666,0.018183333333333333
2750,2005-09-07,0.029833333333333333,116.0,0.5,0.0,0.13733333333333334,0.004066666666666666,6.9,8.9,0.3386666666666666,0.018183333333333333
2760,2005-10-04,0.030333333333333334,113.0,9.0,0.0,0.12333333333333335,0.0032333333333333333,8.4,17.1,0.26216666666666666,0.01526666666666667
2761,2005-10-04,0.030333333333333334,113.0,9.0,0.0,0.12333333333333335,0.0032333333333333333,8.5,17.0,0.26216666666666666,0.01526666666666667
2763,2005-10-04,0.030333333333333334,113.0,8.7,0.0,0.12333333333333335,0.0032333333333333333,8.6,17.0,0.26216666666666666,0.01526666666666667
2764,2005-10-04,0.030333333333333334,113.0,8.6,0.0,0.12333333333333335,0.0032333333333333333,8.5,17.0,0.26216666666666666,0.01526666666666667
2765,2005-10-04,0.030333333333333334,113.0,8.1,0.0,0.12333333333333335,0.0032333333333333333,8.2,16.5,0.26216666666666666,0.01526666666666667
2766,2005-10-04,0.030333333333333334,112.0,7.6,0.0,0.12333333333333335,0.0032333333333333333,8,16.1,0.26216666666666666,0.01526666666666667
2767,2005-10-04,0.030333333333333334,112.0,7.4,0.0,0.12333333333333335,0.0032333333333333333,7.9,15.9,0.26216666666666666,0.01526666666666667
2769,2005-10-04,0.030333333333333334,111.0,7.2,0.0,0.12333333333333335,0.0032333333333333333,7.8,15.4,0.26216666666666666,0.01526666666666667
2770,2005-10-04,0.030333333333333334,110.0,7.2,0.0,0.12333333333333335,0.0032333333333333333,7.8,14.9,0.26216666666666666,0.01526666666666667
